article_id,source_id,title,published,summary
A503,scmp_china,"Talks are ‘only way out’ on Iran, Beijing says as Trump hints at Chinese bank bans",2026-08-27T22:44:47+00:00,"Beijing has pushed back suggestions that Washington might sanction Chinese banks over their commercial links with Tehran, casting fresh uncertainty over next month’s summit. The Chinese foreign minist"
A504,scmp_china,US urged to use Beijing playbook to secure Chinese tech transfers,2026-08-27T22:25:57+00:00,"The United States should take a leaf out of Beijing’s industrial playbook and strategically open up specific sectors to Chinese investment while ensuring that technology transfers occur, US industrial"
A505,scmp_china,"Chinese executives may join Xi’s US trip, as trade truce extension ‘almost certain’",2026-08-27T22:00:06+00:00,"Chinese and US officials are discussing whether business leaders will join President Xi Jinping’s delegation to the United States next month, as the two sides prepare to extend a one-year trade agreem"
A506,scmp_china,Why Southeast Asia isn’t buying the US’ offer of ‘flexible realism’,2026-08-27T21:30:08+00:00,"In arguably his most important foreign trip, Elbridge Colby, US undersecretary for defence policy, visited key Southeast Asian capitals this month. In a speech in Manila, the Pentagon policy chief ext"
A507,scmp_china,"Brazil’s rare earths will not loosen China’s magnet grip this decade, researchers say",2026-08-27T16:55:06+00:00,"Brazil will not be able to make rare earth magnets from its own raw materials before 2032, the coordinator of the country’s main magnet pilot plant said on Wednesday, leaving China’s near monopoly on "
A508,scmp_china,Why climate extremes will not stop expansion of China’s nuclear power industry,2026-08-27T14:00:10+00:00,"While extreme weather is disrupting nuclear power generation in some parts of the world, it is unlikely to derail China’s rapid expansion in the sector, according to an industry specialist. The unusua"
A509,scmp_china,US lawmakers condemn right-wing podcast’s calls for Chinese-American internment,2026-08-27T13:00:05+00:00,"Asian-American lawmakers in the US Congress have condemned a right-wing podcast that called for the forced internment of Chinese-Americans during a hypothetical war with Beijing, warning that such rhe"
A510,scmp_china,China and Nepal built an early warning system for melting glaciers in Himalayas. Does it work?,2026-08-27T12:34:34+00:00,Chinese scientists have developed a cross-border early warning system with counterparts in Nepal to monitor Himalayan glacial lake outburst floods. The system has issued timely alerts over the past se
A511,scmp_china,Himalayan glacier collapse hits crucial China-Nepal trade route as casualties mount,2026-08-27T12:30:03+00:00,The catastrophic flash floods and mudslide that devastated the Gyirong Port crossing along the China-Nepal border on Wednesday have dealt a heavy blow to China-Nepal trade and imperilled Kathmandu’s p
A512,scmp_world,Who is King Haakon? What to know about Norway’s new monarch,2026-08-28T08:18:12+00:00,Crown Prince Haakon became Norway’s king on Friday after the death of his father Harald. Here are some ⁠facts about the new 53-year-old monarch. Early years The new king was born Haakon Magnus on July
A513,scmp_world,Norway’s King Harald dies at 89 after 35-year reign,2026-08-28T06:58:44+00:00,"Norway’s King Harald has died aged 89, the palace said on Friday, his 53-year-old son Crown Prince Haakon automatically succeeding him on the throne. “It is with deep sadness that we announce that His"
A514,scmp_world,Iran’s supreme leader remains unseen 6 months after war began,2026-08-28T05:43:39+00:00,"Six months after the air strikes that began the war and propelled ⁠a badly wounded Mojtaba Khamenei into the role of Iran’s supreme leader, he remains entirely unseen and unheard by Iranians – a vacuu"
A515,scmp_world,"Hormuz deal presses pause on Iran conflict, but fears of ‘forever war’ remain",2026-08-28T05:00:07+00:00,"A diplomatic push by Oman, Pakistan and Qatar is widely expected to yield another pause in the Iran conflict, but there remains little prospect of a stop to what analysts fear has already become a “fo"
A516,scmp_world,"South Korea backs Trump’s North Korea outreach, but warns against being sidelined",2026-08-28T04:56:43+00:00,"South Korea supports US President Donald Trump’s efforts to resume dialogue with North Korea, ‌but aims to ensure its security posture is not weakened and that Seoul is not sidelined, according to Sou"
A517,scmp_world,ICE agents in US to be equipped with pain-delivering electric shock gloves,2026-08-28T03:38:43+00:00,"US Immigration and Customs Enforcement has awarded a US$16.7 million contract to purchase 6,000 pairs of gloves that can deliver painful electric shocks, saying officers would use them to control deta"
A518,scmp_world,"South Korea, Japan and US set joint drills despite Trump cuts",2026-08-28T03:35:37+00:00,"South Korea said on Friday it would hold joint military exercises with the United States and Japan in September, after Washington scaled back annual drills with Seoul in an apparent bid to encourage d"
A519,scmp_world,US judge blocks rule implementing Trump plan to curb mail-in ballots,2026-08-28T02:51:40+00:00,A US federal judge on Thursday blocked the US Postal Service from implementing core parts of a new rule it adopted at President Donald Trump’s direction that would tighten mail-in voting requirements 
A520,scmp_world,White House construction cited in Trump helicopter close call with airliner,2026-08-28T01:49:39+00:00,"Construction work at the White House was a factor in the US presidential helicopter passing too close to a passenger plane in the skies over Washington earlier this month, investigators said Thursday."
A521,scmp_world,"Peter Cullen, voice of Optimus Prime and Eeyore, dies at 85",2026-08-27T22:31:08+00:00,"Peter Cullen, a prolific voice actor who enlivened scores of television series, specials and films, including Optimus Prime in the syndicated 1984 series Transformers and Eeyore in the Winnie the Pooh"
A522,scmp_world,US air traffic controllers left work early before fatal crash. The FAA wants them fired,2026-08-27T20:11:38+00:00,The US Federal Aviation Administration is taking steps to fire two air traffic controllers determined to have left their shifts early before an Air Canada Express plane collided with a fire truck at N
A523,scmp_world,"Harvard and MIT scholars head to Canada, as Carney offers millions",2026-08-27T19:45:06+00:00,Canada has awarded 64 global scholars with C$504 million (US$362 million) in funding to relocate their work to Canadian universities and advance projects in areas such as health and artificial intelli
A524,scmp_world,Trump orders Lake Ontario renamed ‘Lake America’ as US-Canada trade war escalates,2026-08-27T18:04:22+00:00,"US President Donald Trump said on Thursday that he was renaming Lake Ontario to be known as “Lake America” in the United States, as he escalated his trade war with Canada. The Republican president sig"
A525,scmp_world,Shackled Tate brothers ask to be released from jail during extradition fight,2026-08-27T17:21:01+00:00,Social media influencers Andrew and Tristan Tate stood in the witness box in federal court on Thursday and said they could not adequately defend themselves from criminal sex charges if they had to rem
A526,scmp_world,"US Patriot missile shortage in Europe ‘beyond critical’ due to Iran war, officials say",2026-08-27T16:52:49+00:00,"The US military is experiencing a “beyond critical” shortage of advanced missile interceptors in Europe largely driven by US President Donald Trump’s war with Iran, an American defence official in Eur"
A527,scmp_world,Foreigners jostle to secure UK residency rights before rules tighten,2026-08-27T15:12:22+00:00,The United Kingdom has seen a spike in the number of migrants applying for citizenship and permanent settlement ahead of a planned government clampdown. Government data shows what appears to be a rush
A528,scmp_world,Bosnian Serb commander and war criminal Ratko Mladic dies in prison,2026-08-27T13:13:57+00:00,"Ratko Mladic, the former Bosnian Serb military chief dubbed the “Butcher of Bosnia” for his role in the 1995 Srebrenica massacre, has died, Serbian state broadcaster RTS reported on Thursday. Mladic, "
A529,scmp_world,Bond market revolt signals fading confidence in US economic leadership,2026-08-27T12:30:07+00:00,"Two years ago, the prospect of a trade war between the United States and Canada, two of the world’s most closely integrated economies, would have been unthinkable. However, US President Donald Trump’s"
A530,scmp_world,Iran endures 6 months of US strikes as Trump’s war goals hit ‘dangerous impasse’,2026-08-27T11:53:30+00:00,"The Iran war has reached its endgame: a costly stalemate. Six months after US and Israeli ⁠forces attacked Iran, killing its supreme leader and maiming his son and successor, the Iranian government is"
A531,straits_times,At least 49 people killed in armed cattle raid in South Sudan,2026-08-28T10:14:16+00:00,"JUBA, Aug 28 - At least 49 people were killed and 33 wounded in South Sudan after armed cattle raiders from Unity State in the country&#x27;s north attacked a community of herders in neighbouring Warr"
A532,straits_times,Prosecutors say seven charged with damaging Trump Scottish golf course had &#x27;terrorism connection&#x27;,2026-08-28T10:09:19+00:00,"LONDON, Aug 28 - Seven protesters accused of daubing pro-Palestinian graffiti on U.S. President Donald Trump&#x27;s Turnberry golf resort in Scotland last year could face longer sentences if found gui"
A533,straits_times,Thousands march in Washington as leaders warn of voting and civil rights rollbacks,2026-08-28T10:04:12+00:00,"WASHINGTON, Aug 28 - More than six decades after Martin Luther King Jr. stood on the steps of the Lincoln Memorial and declared his dream for a more just America, thousands are expected to march in Wa"
A534,straits_times,Romania probes cause of Black Sea cargo ship sinking,2026-08-28T09:49:28+00:00,"Aug 28 - A merchant ship caught fire and sank off the coast of Romania in the Black Sea on Thursday evening, likely after being hit, Romanian President Nicusor Dan and authorities said."
A535,straits_times,"Baltic Sea nations plan drone defence task force, Germany says",2026-08-28T09:14:19+00:00,"FLENSBURG, Germany, Aug 28 - The countries bordering the Baltic Sea plan to establish a joint task force for drone defence that will allow them to react quickly in the face of the growing threat of hy"
A536,straits_times,"Ugandan King Oyo Nyimba, once world&#x27;s youngest monarch, dies at 34",2026-08-28T09:04:18+00:00,"KAMPALA, Aug 28 - Oyo Nyimba, a Ugandan king, who became the world&#x27;s youngest reigning monarch when he took the crown in 1995, has died aged 34, the prime minister of his kingdom announced."
A537,straits_times,Thieves snatch $5.1m diamond necklace from Vienna museum,2026-08-28T09:00:00+00:00,The heist is poised to refocus attention on security protocols at museums.
A538,straits_times,Kenya police fire tear gas to disperse traders protesting import duty hike,2026-08-28T08:49:27+00:00,"NAIROBI, Aug 28 - Police fired tear gas to disperse small-scale traders protesting against an import duty hike, a Reuters witness saw on Friday, while hundreds of businesses closed in central Nairobi."
A539,straits_times,"Congo&#x27;s president calls for national dialogue to ease tensions, rebels excluded",2026-08-28T08:09:18+00:00,"DAKAR, Aug 28 - Democratic Republic of Congo President Felix Tshisekedi has unveiled plans for a national dialogue aimed at easing political tensions, which have risen over a bill that critics say cou"
A540,straits_times,Who is Norway&#x27;s new king?,2026-08-28T07:34:36+00:00,"OSLO, Aug 28 - Crown Prince Haakon became Norway&#x27;s king on Friday after the death of his father Harald. Here are some facts about the new 53-year-old monarch."
A541,straits_times,"NEWSMAKER-Mette-Marit, Norway&#x27;s embattled new queen",2026-08-28T07:34:25+00:00,"OSLO, Aug 28 - Mette-Marit was 25, an unmarried single mother and a commoner when she met Norway&#x27;s then Crown Prince Haakon at the Quart music festival in her home city of Kristiansand in 1999."
A542,straits_times,The Norwegian royal transition,2026-08-28T07:14:17+00:00,"OSLO, Aug 28 - Crown Prince Haakon became Norway&#x27;s king on Friday after the death of his father Harald. Here are some facts about the passing of the crown."
A543,straits_times,Extensive power cuts hamper life in Sudan,2026-08-28T07:10:05+00:00,"OMDURMAN, Sudan, Aug 28 - Sudanese welder Shannan Mohammed has been building furniture for a family in Omdurman little by little as constant blackouts interrupt his work."
A544,straits_times,Reactions to the death of Norway&#x27;s King Harald,2026-08-28T07:09:46+00:00,"OSLO, Aug 28 - Norway&#x27;s King Harald, a reformer who emerged from the shadow of his well-loved father over more than three decades on the throne, has died aged 89, the royal palace said on Friday."
A545,straits_times,"Haakon, the reluctant prince who became Norway’s new king",2026-08-28T07:09:27+00:00,"On Aug 28, Haakon became Norway’s fourth king in the modern era."
A546,straits_times,"King Harald, Norway’s reform-minded head of state, dies at 89",2026-08-28T06:35:19+00:00,The King was said on Aug 27 to be in a “very serious” condition.
A547,straits_times,Anger in Austria over business park on former Nazi camp site,2026-08-28T06:35:00+00:00,A historian said the site remains “historically important”.
A548,straits_times,Russia strikes Ukraine&#x27;s capital with waves of drones,2026-08-28T06:04:11+00:00,"KYIV, Aug 28 - Russia launched waves of drones at Ukraine&#x27;s capital Kyiv and surrounding region on Friday, damaging warehouses and homes in a second consecutive day of strikes Ukrainian officials"
A549,straits_times,Iran’s disfigured Supreme Leader remains invisible six months into an existential war,2026-08-28T05:04:24+00:00,Questions over the condition and role of Iran leader Mojtaba Khamenei are increasingly fraught.
A550,straits_times,Brazil&#x27;s Lula says public debt is not a concern in a potential new term,2026-08-28T04:44:17+00:00,"SAO PAULO, Aug 27 - Brazil&#x27;s President Luiz Inacio Lula da Silva said on Thursday that the trajectory of the country&#x27;s public debt is not a concern for him in a potential new term, arguing t"
A551,straits_times,Trump administration seeks to restrict internships for international students,2026-08-28T03:09:19+00:00,It resulted in some schools pausing certain applications for work authorisations for international students.
A552,straits_times,US mother’s child murder trial puts spotlight on postpartum psychosis,2026-08-28T02:55:00+00:00,Clancy has pleaded not guilty by reason of insanity.
A553,straits_times,Americans of all incomes head to dollar stores to stay frugal,2026-08-28T02:47:00+00:00,US shoppers are trying to stretch every dollar they spend in an uncertain economy.
A554,straits_times,White House construction may have contributed to close call with Trump’s helicopter,2026-08-28T02:27:00+00:00,Work to build a new ballroom at the White House forced officials to move the helicopter’s takeoff location.
A555,straits_times,Pro-Israel lobby spends big on US midterms as backlash grows,2026-08-28T02:20:00+00:00,The American Israel Public Affairs Committee has poured tens of millions of dollars into races nationwide.
A556,straits_times,"Singapore keen to build on goodwill, deepen ties with Kazakhstan: SM Lee",2026-08-28T02:00:00+00:00,"From connectivity to new business opportunities, both countries see scope to strengthen their links."
A557,straits_times,"Trump plans to mark 9/11 at the Pentagon, not Ground Zero",2026-08-28T01:45:00+00:00,Vice-President J.D. Vance is expected to represent the White House in New York.
A558,straits_times,US judge blocks Pentagon’s Anthropic blacklisting,2026-08-28T01:44:17+00:00,Anthropic executives have said it could cost the company billions of dollars.
A559,straits_times,Iran war diplomacy turns towards reopening Strait of Hormuz,2026-08-28T01:39:33+00:00,The US have disengaged from talks in favour of an economic pressure campaign.
A560,straits_times,Dolly Parton&#x27;s legacy lives on through book deliveries to kids,2026-08-28T01:39:19+00:00,"CLEVELAND, Georgia, Aug 27 - For 3-year-old Simon Dockery, a trip to the mailbox can mean a new adventure."
A561,straits_times,US FTC probing YouTube over social media policies,2026-08-28T01:20:00+00:00,The inquiry is looking at whether YouTube violated its own policies when it banned or demoted content.
A562,straits_times,US military uses laser to down three Mexican cartel drones near border,2026-08-28T01:19:08+00:00,"WASHINGTON, Aug 27 - The U.S. military used a laser in southern Texas&#x27; Rio Grande Valley to shoot down three Mexican drug cartel drones this week near the U.S.-Mexico border, U.S. officials said "
A563,straits_times,An unexpected tech issue is driving voter anger in US battleground states,2026-08-28T01:16:28+00:00,"As techno-pessimism rises among Americans, both parties curb their enthusiasm for AI and data centres."
A564,straits_times,Tate brothers to remain in US jail pending judge’s ruling,2026-08-28T00:55:00+00:00,"The brothers are contesting extradition to Britain, where they are wanted on rape charges."
A565,straits_times,"US-hosted G20 finance meeting to target growth, imbalances, Iran sanctions, Treasury official says",2026-08-28T00:34:16+00:00,"WASHINGTON, Aug 27 - The Trump administration aims to have finance leaders from the Group of 20 major economies agree next week on steps to boost economic growth, reduce global imbalances and tackle s"
A566,straits_times,"US nears deal to secure long-term access to Venezuela’s oil reserves, sources say",2026-08-28T00:25:00+00:00,A list of 17 fields in negotiation seen by Reuters includes green fields in the vast Orinoco Belt.
A567,straits_times,FAA moves to fire two controllers who left work before fatal LaGuardia collision: Sources,2026-08-28T00:24:00+00:00,Several controllers interviewed by Reuters described the workload that night as busy.
A568,straits_times,US judge urged to rebuff restoring Trump name to Kennedy Center,2026-08-27T23:25:00+00:00,The judge did not issue a ruling at the end of the hearing and it was not immediately clear when it might come.
A569,straits_times,Google agrees to settle Britain app developers’ lawsuit for $449.3 million,2026-08-27T22:59:00+00:00,The lawsuit alleged unfair commission and market dominance on Play Store.
A570,straits_times,"While You Were Sleeping: 5 stories you might have missed, Aug 28, 2026",2026-08-27T22:47:24+00:00,"While You Were Sleeping: 5 stories you might have missed, Aug 28, 2026."
A571,straits_times,Stars and Stripes journalists sue US Defence Department over firing,2026-08-27T22:40:00+00:00,They allege that their firing was over a news report about deteriorating conditions aboard a US aircraft carrier.
A572,straits_times,UN rights office condemns US designation of Palestine Action as ‘terrorist’ group,2026-08-27T21:59:14+00:00,It said the designation was “a disproportionate and unnecessary restriction” on free speech rights.
A573,straits_times,Authorities in Ukraine’s Kherson tell residents to leave,2026-08-27T21:07:48+00:00,
A574,straits_times,"Iran sets conditions for reopening Strait of Hormuz, top security official Rezaei says",2026-08-27T20:54:14+00:00,"Iran has agreed with Oman on a shipping corridor through the strait, he said."
A575,straits_times,Cuba readies to kick off school year despite scant supplies,2026-08-27T20:44:19+00:00,"HAVANA, Aug 27 - Cuba will kick off the school year next week as planned despite a severe ongoing crisis that has affected transportation and electricity and led to falling teacher numbers and a lack "
A576,straits_times,Pentagon policy chief tells NATO allies U.S. wants European-led defense of continent,2026-08-27T20:34:15+00:00,"BRUSSELS, Aug 27 - The Pentagon’s policy chief told NATO members on Thursday that the alliance must adapt and that he wants to hear from allies as part of a review of U.S. forces in Europe he said was"
A577,straits_times,"Zambia opposition leader Mundubile questioned over alleged treason, police say",2026-08-27T19:34:13+00:00,"LUSAKA, Aug 27 - Zambian opposition leader Brian Mundubile and his running mate, Makebi Zulu, are in police custody after being questioned \&quot;in connection with an alleged offence of treason,\&quo"
A578,straits_times,"Eswatini receives two more third-country deportees from US, government says",2026-08-27T18:59:12+00:00,"MBABANE, Aug 27 - Eswatini said on Thursday it had received two more third-country nationals deported from the United States under a bilateral agreement between the two countries."
A579,straits_times,Trump says US is not talking to Iran with economic war in focus,2026-08-27T18:19:12+00:00,Trump vowed to penalise countries that do business with the Islamic Republic.
A580,the_diplomat,China’s Green Exports to Europe Are a Bright Spot Amid Trade Tensions,2026-08-27T18:57:00+00:00,Climate change and the Iran war are driving many European consumers to Chinese-made electric vehicles despite EU tariffs.
A581,the_diplomat,Transitional Justice or Political Retaliation? Bangladesh’s Journalists on Trial,2026-08-27T15:47:00+00:00,"As Bangladesh’s tribunal for 1971 atrocities is being used to prosecute journalists, the line between accountability and revenge is being tested."
A582,the_diplomat,China’s Tourism Industry Gains Momentum Thanks to Visa-Free Policies,2026-08-27T15:27:00+00:00,China is poised to become a global powerhouse as both a source and destination for international tourism.
A583,the_diplomat,SCO at 25: Institutionalizing Coexistence Without Convergence,2026-08-27T12:50:00+00:00,"In an international system increasingly characterized by strategic distrust, contested borders, fragmented and overlapping alignments, the capacity to communicate with one’s rivals remains critical fo"
A584,the_diplomat,"AI, Scams, the Law, and Governance: A Conversation With David Tan",2026-08-27T11:56:00+00:00,How are Southeast Asia&#x27;s governments facing up to the challenges of AI?
A585,the_diplomat,The Tibet-Nepal Flood Is a Himalayan Climate Security Warning,2026-08-27T13:56:00+00:00,The catastrophic flood this week proves that Tibet needs to be at the center of international climate security discussions.
A586,the_diplomat,Nepal’s ‘Himalayan Tsunami’ Is a Warning for the Whole Region,2026-08-27T13:22:00+00:00,"Melting ice, unstable terrain, landslides, river blockages, sudden lake releases, and extreme weather can all combine in unpredictable ways."
A587,the_diplomat,Rahul Gandhi Ushers a New Style of Youth-Centric Politics in India,2026-08-27T11:29:00+00:00,"From being mocked for being inexperienced and incompetent, he is now emerging a sought-after leader of India’s youth."
A588,the_guardian,"‘Lapped by the turquoise, crystal seas’: readers’ favourite unsung European islands",2026-08-28T09:27:31+00:00,"From secluded coves in Ireland to an evening passeggiata on Italy’s Aeolian islands, readers share their discoveries • Tell us about your most memorable food and drink discoveries in EuropeGiant griff"
A589,the_guardian,How Katseye became the world’s biggest girl group – while falling apart,2026-08-28T09:00:52+00:00,"Their raucous pop music has made Katseye the biggest girl band in two decades. Can they weather toxic fandom, critical pans and a dwindling member count?Before screenings of their new documentary, the"
A590,the_guardian,Experience: I brought a bear back to life,2026-08-28T04:00:50+00:00,"I was in India, performing dentistry on my first animal patient, and it was supposed to be a straightforward operationI’ve been a dentist for 40 years. I spend most of my time treating patients at my "
A591,the_guardian,What could Meta’s US settlement mean around the world – and what now for other claims against firm?,2026-08-28T04:00:48+00:00,"Other governments could seek similar concessions, while separate legal action is pending in places ranging from Kenya to the NetherlandsIn October 2021, Abrham Meareg’s father, a professor of chemistr"
A592,the_guardian,"‘I’m an ever-changing vessel’: Erykah Badu on defying definition, life as a birth and death doula and her first album in 11 years",2026-08-28T04:00:49+00:00,"Why do the Texan innovator’s records take so long to make? ‘It’s important to gather the data,’ she says: the death, dating and dopamine behind her exquisite comeback alongside the AlchemistErykah Bad"
A593,the_guardian,The 50 best TV shows to watch this autumn,2026-08-28T04:00:49+00:00,"Nigella on Bake Off! Attenborough in Blue Planet III! Blade Runner 2099! Plus Adrian Mole, Harry Potter and a certain Celebrity Traitors … here are all the must-see shows of the season• Rising star La"
A594,the_guardian,Nepal-Tibet flash flood: rescue operations resume after halting due to lake overflow; death toll rises to 474 – latest updates,2026-08-28T10:11:01+00:00,"Operations were suspended amid fears of further destruction; 1,500 people still missing amid race to find survivorsFlood risk forces halt to rescues in Tibet, as Nepal death toll rises to 469&lt;a hre"
A595,the_guardian,Norway’s King Harald dies aged 89,2026-08-28T08:30:34+00:00,"Monarch’s death comes at turbulent time for royal family over association of crown princess with Jeffrey EpsteinKing Harald V of Norway, Europe’s oldest reigning monarch, has died aged 89, the royal p"
A596,the_guardian,Trump official faces inquiry over claims he diverted wildfire resources to his own property,2026-08-28T10:00:55+00:00,"Exclusive: Michael Boren, a senior official overseeing the US Forest Service, is accused by Democratic senators of ‘inappropriate interference’Donald Trump’s administration is facing calls to launch a"
A597,the_guardian,Senator calls for criminal investigation of RFK Jr after Guardian report,2026-08-27T22:11:05+00:00,Newly obtained records indicate health secretary lied about Samoa trip during Senate confirmation hearings last yearA senior Democratic senator is calling for a criminal investigation into the US heal
A598,the_guardian,"South Korea to re-examine 310,000 missing person cases after fake record scandal",2026-08-28T03:06:40+00:00,"Renewed scrutiny comes after police officer accused of falsifying records in order to close the cases of people who were later found deadSouth Korean police will re-examine about 310,000 missing perso"
A599,the_guardian,"Trump’s war on Iran is rapidly draining US navy budget, documents and interviews reveal",2026-08-27T17:00:34+00:00,"Exclusive: Experts and former officials say accounts are running dry, and funding a war with no clear endgame is the main challengeDonald Trump’s war on Iran has driven the US military into a severe f"
A600,the_guardian,Seven charged with damaging Trump’s Scottish golf course accused of ‘terrorist connection’,2026-08-28T04:00:50+00:00,Course at Donald Trump’s Turnberry resort was painted with words ‘Gaza is not 4 sale’ and clubhouse was sprayed with graffitiSeven people charged with vandalising Donald Trump’s Turnberry golf course 
A601,the_guardian,"Pentagon’s blacklisting of Anthropic was unlawful, US judge rules",2026-08-28T03:34:35+00:00,Anthropic ​argued designation as ‘supply chain risk’ could cost the company billions ‌of dollars in lost business ‌and reputational harmA US federal judge ruled Thursday that sanctions imposed in Febr
A602,the_guardian,Dolly Parton’s sister reveals singer offered to test experimental cancer drugs before she died,2026-08-28T02:48:26+00:00,"‘My sister was always thinking of others,’ Parton’s younger sister Stella wrote in a Facebook tributeDolly Parton’s younger sister Stella Parton has shared a moving tribute to the late country music s"
A603,the_guardian,How the Iran war unfolded: every attack and oil price change – visualised,2026-08-28T06:00:50+00:00,"From the first US and Israeli strikes six months ago to the battle for Hormuz, this timeline plots how Trump’s war on Iran quickly became a regional conflict with global economic consequencesOn 28 Feb"
A604,the_guardian,"‘Behind every case, a person’: the man leading DRC’s Ebola fight on the human cost hidden behind the numbers",2026-08-28T04:00:48+00:00,"Prof Pierre Akilimali, who heads DR Congo’s response to an outbreak that has so far killed more than 2,700 people, says tackling the disease requires trust and respectThe statistics, says the man resp"
A605,the_guardian,‘No precedent’: Lorde and Little Simz to star at world-first festival run on clean power,2026-08-28T04:00:48+00:00,"A zero-emission compact hydrogen power plant will drive the main stage at Clifton Down in BristolWhen Lorde, Little Simz and Wet Leg stride on to stages in Bristol this weekend, they will not only be "
A606,the_guardian,‘I’m not even an actor – I was just grieving!’ Rising star Lara Ricote on the heartache behind her new breakup comedy,2026-08-28T04:00:46+00:00,"The Mexican-American comedian had just split from her boyfriend when she filmed Break Clause, about an ex-couple living together in London. She talks trading telenovelas for Edinburgh and embracing yo"
A607,the_guardian,Overcoming war’s legacy: learning to walk again at a South Sudan clinic – in pictures,2026-08-28T08:00:52+00:00,"After decades of sporadic conflict in South Sudan, many civilians have been left with life-changing injuries from gunshots and landmines. The country also has high rates of disability resulting from d"
A608,the_guardian,‘It’s the story of what happens when the music stops’: bringing tormented jazz legend Bill Evans to life,2026-08-28T07:00:51+00:00,"Having directed documentaries about David Bowie, Radiohead and Joy Division, Grant Gee takes on a biopic of the turbulent and tragic American pianist In 1997, Grant Gee directed the video for Radiohea"
A609,the_guardian,The Whisper Man review – Robert De Niro sleepwalks through silly Netflix potboiler,2026-08-28T07:01:50+00:00,A father and son must team up to find a serial killer in a cheaply made and increasingly uninteresting thrillerIt’s not as if Robert De Niro’s choices have improved all that much since the nadir of th
